participant.code,control_question1,control_question2,attributes_binary_1,attributes_binary_2,attributes_binary_3,attributes_binary_4,attributes_binary_5,alternative1,1_policy_choice,2_policy_choice,3_policy_choice,4_policy_choice,5_policy_choice,6_policy_choice,7_policy_choice,8_policy_choice,1_Price_UR_A,2_Price_UR_A,3_Price_UR_A,4_Price_UR_A,5_Price_UR_A,6_Price_UR_A,7_Price_UR_A,8_Price_UR_A,1_Price_UN_A,2_Price_UN_A,3_Price_UN_A,4_Price_UN_A,5_Price_UN_A,6_Price_UN_A,7_Price_UN_A,8_Price_UN_A,1_Price_O_A,2_Price_O_A,3_Price_O_A,4_Price_O_A,5_Price_O_A,6_Price_O_A,7_Price_O_A,8_Price_O_A,1_EV_A,2_EV_A,3_EV_A,4_EV_A,5_EV_A,6_EV_A,7_EV_A,8_EV_A,1_Revenue_A,2_Revenue_A,3_Revenue_A,4_Revenue_A,5_Revenue_A,6_Revenue_A,7_Revenue_A,8_Revenue_A,1_Price_UR_B,2_Price_UR_B,3_Price_UR_B,4_Price_UR_B,5_Price_UR_B,6_Price_UR_B,7_Price_UR_B,8_Price_UR_B,1_Price_UN_B,2_Price_UN_B,3_Price_UN_B,4_Price_UN_B,5_Price_UN_B,6_Price_UN_B,7_Price_UN_B,8_Price_UN_B,1_Price_O_B,2_Price_O_B,3_Price_O_B,4_Price_O_B,5_Price_O_B,6_Price_O_B,7_Price_O_B,8_Price_O_B,1_EV_B,2_EV_B,3_EV_B,4_EV_B,5_EV_B,6_EV_B,7_EV_B,8_EV_B,1_Revenue_B,2_Revenue_B,3_Revenue_B,4_Revenue_B,5_Revenue_B,6_Revenue_B,7_Revenue_B,8_Revenue_B
ikggdxke,3.0,,0.0,0.0,0.0,1.0,0.0,5.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,4.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,4.0,1.0,5.0,5.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,1.0,4.0,4.0,3.0,2.0,1.0,1.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,2.0
ilct1p4s,3.0,,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,4.0,3.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,1.0,5.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,3.0,1.0,3.0,1.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,4.0,3.0,2.0,1.0,5.0,1.0,3.0,4.0,5.0
iljz4kcr,3.0,,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,4.0,4.0,2.0,4.0,2.0,1.0,4.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,4.0,2.0,4.0,5.0,5.0,2.0,3.0,4.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,4.0,4.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,3.0,1.0,4.0,5.0,1.0,4.0,4.0,5.0,3.0,3.0,4.0
irpift4n,3.0,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,4.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,1.0,4.0,2.0,1.0,3.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,4.0,3.0,4.0,1.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,1.0,1.0,3.0,2.0,3.0,4.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,4.0,1.0,3.0,1.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,1.0,2.0,3.0,4.0,1.0,3.0,5.0,2.0,3.0
iua0kr3o,3.0,,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,4.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,4.0,1.0,3.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,3.0,3.0,4.0,1.0,3.0,1.0,3.0,5.0,3.0,3.0,1.0,3.0,2.0,4.0,1.0,3.0,2.0,3.0,4.0,2.0,2.0,4.0,1.0,4.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,3.0,4.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,4.0,3.0,4.0,2.0,1.0,5.0,4.0,2.0,3.0,3.0,4.0
iv701z17,3.0,,1.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,3.0,1.0,3.0,3.0,1.0,4.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,5.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,1.0,4.0,2.0,1.0,4.0,4.0,3.0,2.0,1.0,3.0,3.0,2.0,4.0,1.0,2.0,4.0,4.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,5.0
j1jyvbvz,3.0,,0.0,0.0,0.0,1.0,0.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,4.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,4.0,3.0,1.0,4.0,2.0,4.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,5.0,2.0,4.0,3.0,5.0,3.0,3.0,1.0,1.0,2.0,3.0,4.0,2.0,1.0,4.0,1.0,1.0,2.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,4.0,1.0,4.0,2.0,4.0,5.0,4.0,2.0,5.0,3.0,5.0,2.0
j2mq41ck,3.0,,0.0,1.0,0.0,0.0,0.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,1.0,1.0,4.0,2.0,3.0,2.0,1.0,1.0,4.0,3.0,4.0,4.0,1.0,2.0,3.0,1.0,3.0,1.0,5.0,2.0,2.0,1.0,4.0,5.0,1.0,3.0,4.0,4.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,1.0,5.0,3.0,2.0,2.0,2.0,1.0
j3ffrmtb,3.0,,0.0,0.0,0.0,1.0,0.0,4.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,4.0,2.0,1.0,2.0,4.0,4.0,4.0,2.0,2.0,1.0,4.0,3.0,4.0,1.0,2.0,5.0,2.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,1.0,3.0,4.0,1.0,1.0,4.0,4.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,2.0,3.0
j4sbb0ov,3.0,,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,2.0,1.0,3.0,1.0,4.0,4.0,3.0,1.0,1.0,4.0,2.0,3.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,5.0,2.0,2.0,3.0,3.0,5.0,5.0,2.0,1.0,2.0,1.0,4.0,4.0,2.0,4.0,3.0,1.0,2.0,1.0,4.0,4.0,2.0,2.0,1.0,4.0,2.0,4.0,3.0,3.0,2.0,1.0,3.0,1.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0,5.0,4.0,5.0,4.0,2.0,1.0,4.0
j51480ug,3.0,,0.0,1.0,0.0,0.0,0.0,4.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,1.0,3.0,3.0,1.0,4.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,4.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,4.0,1.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,5.0,2.0,4.0,3.0,4.0,5.0,3.0
j632e8gi,3.0,,0.0,1.0,1.0,0.0,0.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,4.0,2.0,1.0,4.0,3.0,2.0,4.0,1.0,2.0,5.0,3.0,3.0,1.0,3.0,4.0,1.0,4.0,2.0,4.0,4.0,1.0,1.0,2.0,1.0,4.0,1.0,3.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,4.0,3.0,2.0,1.0,1.0,3.0,3.0,5.0,4.0,1.0,3.0,3.0,3.0,4.0
j659sltz,3.0,,1.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,4.0,2.0,3.0,1.0,4.0,1.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,4.0,2.0,1.0,3.0,5.0,3.0,5.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,4.0,1.0,3.0,2.0,4.0,2.0,1.0,3.0,4.0,2.0,4.0,2.0,1.0,1.0,3.0,2.0,4.0,4.0,2.0,3.0,1.0,3.0,4.0,4.0
j89nbl9l,3.0,,0.0,0.0,0.0,1.0,0.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,4.0,1.0,3.0,1.0,3.0,4.0,3.0,4.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,1.0,5.0,3.0,5.0,3.0,1.0,4.0,5.0,3.0,1.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,1.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0
ja19mtsc,3.0,,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,1.0,4.0,2.0,2.0,4.0,3.0,1.0,2.0,4.0,2.0,1.0,2.0,3.0,3.0,3.0,4.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,3.0,2.0,2.0,4.0,4.0,1.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,4.0,3.0,4.0,1.0,4.0,2.0,5.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0
jf155q1k,3.0,,0.0,0.0,1.0,1.0,0.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,4.0,4.0,2.0,4.0,1.0,2.0,3.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,1.0,5.0,4.0,5.0,5.0,3.0,5.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,2.0,4.0,2.0,4.0,3.0,1.0,3.0,4.0,3.0,1.0,3.0,2.0,4.0,4.0,2.0
jlo6442n,3.0,,0.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,4.0,3.0,4.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,4.0,1.0,3.0,5.0,3.0,2.0,5.0,5.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,1.0,4.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,4.0,1.0,2.0,3.0,4.0,2.0,4.0,1.0,1.0,3.0,4.0,1.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,5.0,2.0
jmiiv7oa,3.0,,1.0,1.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,3.0,4.0,1.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0,1.0,1.0,4.0,2.0,5.0,1.0,2.0,1.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,4.0,1.0,2.0,1.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,5.0,4.0,2.0,5.0,3.0
js43i4q6,3.0,,0.0,0.0,1.0,0.0,0.0,5.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,1.0,2.0,1.0,3.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,4.0,4.0,1.0,3.0,1.0,4.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,5.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,4.0,2.0,1.0,2.0,1.0,4.0,2.0,4.0,2.0,1.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,1.0,2.0,5.0
k0ws2aur,3.0,,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,4.0,3.0,1.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,5.0,1.0,4.0,3.0,3.0,4.0,2.0,1.0,4.0,4.0,1.0,2.0,4.0,1.0,2.0,1.0,3.0,4.0,1.0,2.0,3.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,3.0,5.0,3.0,5.0,5.0,4.0
k32enl63,3.0,,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,1.0,1.0,2.0,3.0,4.0,3.0,2.0,1.0,1.0,4.0,3.0,1.0,4.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,1.0,3.0,4.0,1.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,1.0,4.0,1.0,3.0,2.0,3.0,1.0,4.0,1.0,4.0,1.0,2.0,4.0,2.0,1.0,3.0,3.0,1.0,4.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,4.0,3.0,4.0,3.0,5.0,5.0
ka4kcuj6,3.0,,0.0,1.0,1.0,0.0,0.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,2.0,1.0,4.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,4.0,3.0,5.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,4.0,2.0,2.0,4.0,1.0,4.0,4.0,4.0,3.0,5.0,3.0,2.0,1.0
kapv8l3b,3.0,,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,4.0,3.0,5.0,1.0,1.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,5.0,2.0,3.0,1.0,3.0
ke555nhm,3.0,,1.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,4.0,3.0,5.0,2.0,1.0,5.0,1.0,3.0,5.0,2.0,1.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,1.0,4.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,1.0,4.0,2.0,4.0,2.0,4.0,1.0,3.0,4.0,1.0,1.0,5.0,3.0,2.0,4.0,4.0,1.0
kehx30i1,3.0,,1.0,1.0,1.0,1.0,0.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,2.0,4.0,4.0,3.0,2.0,1.0,2.0,4.0,1.0,1.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,4.0,3.0,1.0,4.0,3.0,1.0,1.0,4.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,2.0,3.0,1.0,3.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,5.0,2.0,5.0,3.0,4.0
kevmuj1h,3.0,,0.0,0.0,0.0,0.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,1.0,4.0,3.0,2.0,2.0,1.0,3.0,1.0,5.0,2.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,1.0,2.0,3.0,3.0,3.0,4.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,1.0,5.0,4.0,3.0,5.0,2.0,1.0
kmuqcxnd,3.0,,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,3.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,1.0,3.0,4.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,2.0,1.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,5.0,4.0,4.0,4.0,3.0,3.0,5.0
knetg7bm,3.0,,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,1.0,1.0,4.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,4.0,2.0,1.0,4.0,4.0,4.0,3.0,4.0,2.0,1.0,3.0,1.0,2.0,4.0,4.0,4.0,5.0,3.0,2.0,4.0,3.0,1.0,1.0,2.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,1.0,3.0,1.0,5.0,5.0,3.0,1.0,2.0,4.0,3.0,5.0
knvtxixl,3.0,,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,1.0,3.0,1.0,1.0,4.0,4.0,3.0,2.0,5.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,1.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,3.0,4.0,3.0,1.0,4.0,4.0,5.0,2.0,3.0,5.0,5.0,1.0,1.0,1.0
kq4x3e9z,3.0,,0.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,4.0,2.0,1.0,4.0,1.0,4.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,4.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,4.0,5.0,4.0,3.0,4.0,2.0,3.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,4.0,1.0,2.0,1.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,2.0,4.0,4.0,1.0,2.0,1.0,3.0,3.0,5.0,3.0,4.0,1.0,4.0,3.0
kst6pwde,3.0,,1.0,1.0,1.0,1.0,0.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,1.0,3.0,2.0,1.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,1.0,4.0,3.0,4.0,1.0,1.0,3.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,1.0,2.0,1.0,4.0,3.0,3.0,1.0,4.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,3.0,4.0,4.0,3.0,1.0,1.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,1.0,4.0,4.0,5.0,4.0,5.0,1.0,3.0,3.0
ku4wa0bo,3.0,,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,1.0,4.0,2.0,1.0,4.0,1.0,1.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,4.0,4.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,4.0,1.0,1.0,3.0,3.0,4.0,3.0,3.0,1.0,2.0,4.0,3.0,1.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,5.0,2.0,1.0,4.0,5.0,1.0
kude0f05,2.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,1.0,4.0,2.0,3.0,2.0,2.0,4.0,4.0,1.0,1.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,1.0,1.0,3.0,3.0,2.0,1.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,1.0,1.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,2.0,4.0,1.0,2.0,1.0,5.0,4.0,5.0,2.0,1.0,1.0
